Name,RowId,Description
"Dated Electrum Wristlets",1573,""
"Dated Blue Coral Wristbands",1574,""
"Dated Blue Coral Wristbands (Black)",1575,""
"Dated Blue Coral Wristbands (Yellow)",1576,""
"Dated Red Coral Wristbands",1577,""
"Dated Red Coral Wristbands (Black)",1578,""
"Dated Red Coral Wristbands (Yellow)",1579,""
"Dated Mythril Wristlets",1580,""
"Dated Bone Ring",1581,""
"Dated Copper Ring",1582,""
"Dated Brass Ring",1583,""
"Dated Silver Ring",1584,""
"Dated Sunstone Ring",1585,""
"Dated Lapis Lazuli Ring",1586,""
"Dated Sphene Ring",1587,""
"Dated Malachite Ring",1588,""
"Dated Fluorite Ring",1589,""
"Dated Danburite Ring",1590,""
"Dated Pearl Ring",1591,""
"Dated Black Pearl Ring",1592,""
"Dated Darksilver Ring",1593,""
"Dated Garnet Ring",1594,""
"Dated Aquamarine Ring",1595,""
"Dated Heliodor Ring",1596,""
"Dated Peridot Ring",1597,""
"Dated Amethyst Ring",1598,""
"Dated Goshenite Ring",1599,""
"Dated Electrum Ring",1600,""
"Weathered Shortsword",1601,""
"Bronze Bastard Sword",1602,""
"Viking Sword",1603,""
"Ash Macuahuitl",1604,""
"Bronze Spatha",1605,""
"Blunt Bastard Sword",1606,""
"Brass Bastard Sword",1607,""
"Aetherial Brass Bastard Sword",1608,""
"Brass Viking Sword",1609,""
"Aetherial Brass Viking Sword",1610,""
"Carnage Sword",1611,""
"Aetherial Carnage Sword",1612,""
"Blunt Goblin Scimitar",1613,""
"Iron Shortsword",1614,""
"Aetherial Iron Shortsword",1615,""
"Nicked Viking Sword",1616,""
"Doctore's Scimitar",1617,""
"Serpent Private's Sword",1618,""
"Storm Private's Sword",1619,""
"Flame Private's Sword",1620,""
"Blunt Goblin Longsword",1621,""
"Iron Spatha",1622,""
"Aetherial Iron Spatha",1623,""
"Frostbite",1624,""
"Steel Broadsword",1625,""
"Aetherial Steel Broadsword",1626,""
"Elm Macuahuitl",1627,""
"Aetherial Elm Macuahuitl",1628,""
"Serpent Private's Spatha",1629,""
"Storm Private's Spatha",1630,""
"Flame Private's Spatha",1631,""
"Inquisitor's Tuck",1632,""
"Steel Falchion",1633,""
"Aetherial Steel Falchion",1634,""
"Vintage Bastard Sword",1635,""
"Blunt Aeolian Scimitar",1636,""
"Walnut Macuahuitl",1637,""
"Aetherial Walnut Macuahuitl",1638,""
"Steel Longsword",1639,""
"Aetherial Steel Longsword",1640,""
"Flametongue",1641,""
"Goblin Scimitar",1642,""
"Mythril Broadsword",1643,""
"Aetherial Mythril Broadsword",1644,""
"Gridanian Macuahuitl",1645,""
"Lominsan Shortsword",1646,""
"Ul'dahn Falchion",1647,""
"Vintage Viking Sword",1648,""
"Goblin Longsword",1649,""
"Plumed Oak Macuahuitl",1650,""
"Aetherial Plumed Walnut Macuahuitl",1651,""
"Ancient Sword",1652,""
"Gridanian Spatha",1653,""
"Lominsan Broadsword",1654,""
"Ul'dahn Scimitar",1655,""
"Ul'dahn Winglet",1656,""
"Cobalt Katzbalger",1657,""
"Aetherial Cobalt Katzbalger",1658,""
"Cobalt Shamshir",1659,""
"Aetherial Cobalt Shamshir",1660,""
"Templar's Falchion",1661,""
"Thormoen's Pride",1662,""
"Cobalt Winglet",1663,""
"Aetherial Cobalt Winglet",1664,""
"Unfinished Curtana",1665,""
"Giantsgall Longsword",1666,""
"Serpent Officer's Longsword",1667,""
"Storm Officer's Cutlass",1668,""
"Flame Officer's Katzbalger",1669,""
"Aeolian Scimitar",1670,""
"Ifrit's Blade",1671,""
"Morbid Mogblade",1672,""
"Mailbreaker",1673,""
"Garuda's Gaze",1674,""
"Curtana",1675,"One of the fabled relic weapons."
"Behemoth Knives",1676,""
"Zantetsuken",1677,""
"Allagan Blade",1678,""
"Break Blade",1679,""
"Weathered Hora",1680,""
"Bone Hora",1681,""
"Leather Himantes",1682,""
"Ramhorn Claws",1683,""
"Bronze Knuckles",1684,""
"Hard Leather Himantes",1685,""
"Brass Knuckles",1686,""
"Aetherial Brass Knuckles",1687,""
"Goatskin Cesti",1688,""
"Aetherial Hard Leather Cesti",1689,""
"Serpent Private's Hora",1690,""
"Storm Private's Hora",1691,""
"Flame Private's Hora",1692,""
"Doctore's Hora",1693,""
"Spiked Knuckles",1694,""
"Aetherial Spiked Knuckles",1695,""
"Howling Talons",1696,""
"Toadskin Cesti",1697,""
"Aetherial Toadskin Cesti",1698,""
"Steel Claws",1699,""
"Aetherial Steel Claws",1700,""
"Chipped Hora",1701,""
"Serpent Private's Cesti",1702,""
"Storm Private's Cesti",1703,""
"Flame Private's Cesti",1704,""
"Unbreakable Knuckles",1705,""
"Crabshell Hora",1706,""
"Aetherial Crabshell Hora",1707,""
"Boarskin Himantes",1708,""
"Aetherial Boarskin Himantes",1709,""
"Fists of the Sixth Sun",1710,""
"Mythril Claws",1711,""
"Aetherial Mythril Claws",1712,""
"Gridanian Knuckles",1713,""
"Lominsan Baghnakhs",1714,""
"Ul'dahn Hora",1715,""
"Tortoiseshell Hora",1716,""
"Aetherial Tortoiseshell Hora",1717,""
"Jamadhars",1718,""
"Gridanian Baghnakhs",1719,""
"Gridanian Hora",1720,""
"Lominsan Knuckles",1721,""
"Ul'dahn Himantes",1722,""
"Cobalt Knuckles",1723,""
"Aetherial Cobalt Knuckles",1724,""
"Serpent Sergeant's Patas",1725,""
"Storm Sergeant's Hooks",1726,""
"Flame Sergeant's Patas",1727,""
"Peisteskin Cesti",1728,""
"Aetherial Peisteskin Cesti",1729,""
"Verdant Hora",1730,""
"Symon's Honeyclaws",1731,""
"Vintage Hora",1732,""
"Cobalt Claws",1733,""
"Aetherial Cobalt Claws",1734,""
"Unfinished Sphairai",1735,""
"Giantsgall Claws",1736,""
"Serpent Officer's Claws",1737,""
"Storm Officer's Hooks",1738,""
"Flame Officer's Jamadhars",1739,""
"Wildling's Cesti",1740,""
"Ifrit's Claws",1741,""
"Murderous Mogfists",1742,""
"Avengers",1743,""
"Garuda's Talons",1744,""
"Fists of Crags",1745,""
"Sphairai",1746,"One of the fabled relic weapons."
"Allagan Baghnakhs",1747,""
"Hellish Claws",1748,""
"Weathered War Axe",1749,""
"Bronze War Axe",1750,""
"Bronze Labrys",1751,""
"Cloud Axe",1752,""
"Spiked Bronze Labrys",1753,""
"Iron War Axe",1754,""
"Aetherial Iron War Axe",1755,""
"Iron Labrys",1756,""
"Aetherial Iron Labrys",1757,""
"Inferno Axe",1758,""
"Aetherial Inferno Axe",1759,""
"Serpent Private's Axe",1760,""
"Storm Private's Axe",1761,""
"Flame Private's Axe",1762,""
"Doctore's Bill",1763,""
"Iron Bill",1764,""
"Aetherial Iron Bill",1765,""
"Thunderstorm Axe",1766,""
"Aetherial Thunderstorm Axe",1767,""
"Elmlord's Tusk",1768,""
"Spiked Steel Labrys",1769,""
"Aetherial Spiked Steel Labrys",1770,""
"Notched Bill",1771,""
"Serpent Private's Labrys",1772,""
"Storm Private's Labrys",1773,""
"Flame Private's Labrys",1774,""
"Charred Axe",1775,""
"Steel Bardiche",1776,""
"Aetherial Steel Bardiche",1777,""
"Steel Bhuj",1778,""
"Aetherial Steel Bhuj",1779,""
"Boar's Bane",1780,""
"Spiked Mythril Labrys",1781,""
"Aetherial Spiked Mythril Labrys",1782,""
"Gridanian Bill",1783,""
"Lominsan War Axe",1784,""
"Ul'dahn Bhuj",1785,""
"Mythril Bhuj",1786,""
"Aetherial Mythril Bhuj",1787,""
"Eisentaenzer",1788,""
"Gridanian Labrys",1789,""
"Lominsan Bhuj",1790,""
"Lominsan Bill",1791,""
"Ul'dahn Bardiche",1792,""
"Serpent Sergeant's Axe",1793,""
"Storm Sergeant's Axe",1794,""
"Flame Sergeant's Axe",1795,""
"Buccaneer's Bardiche",1796,""
"Aetherial Buccaneer's Bardiche",1797,""
"Canopus Bill",1798,""
"Sibold's Reach",1799,""
"Vintage Bill",1800,""
"Demilune Bhuj",1801,""
"Aetherial Demilune Bhuj",1802,""
"Spiked Cobalt Labrys",1803,""
"Aetherial Spiked Cobalt Labrys",1804,""
"Unfinished Bravura",1805,""
"Giantsgall War Axe",1806,""
"Serpent Officer's Bardiche",1807,""
"Storm Officer's Labrys",1808,""
"Flame Officer's Axe",1809,""
"Barbarian's Bardiche",1810,""
"Ifrit's Battleaxe",1811,""
"Malignant Mogaxe",1812,""
"Rampager",1813,""
"Garuda's Scream",1814,""
"The Axe of Crags",1815,""
"Bravura",1816,"One of the fabled relic weapons."
"Allagan Battleaxe",1817,""
"Dual Haken",1818,""
"Weathered Spear",1819,""
"Bone Harpoon",1820,""
"Bronze Spear",1821,""
"Ramhorn Harpoon",1822,""
"Feathered Harpoon",1823,""
"Brass Spear",1824,""
"Iron Spear",1825,""
"Aetherial Iron Spear",1826,""
"Iron Lance",1827,""
"Aetherial Iron Lance",1828,""
"Serpent Private's Harpoon",1829,""
"Storm Private's Harpoon",1830,""
"Flame Private's Harpoon",1831,""
"Doctore's Fork",1832,""
"Iron Guisarme",1833,""
"Aetherial Iron Guisarme",1834,""
"Crimson Tide",1835,""
"Silver Battle Fork",1836,""
"Aetherial Silver Fork",1837,""
"Steel Halberd",1838,""
"Aetherial Steel Halberd",1839,""
"Crooked Guisarme",1840,""
"Serpent Private's Spear",1841,""
"Storm Private's Spear",1842,""
"Flame Private's Spear",1843,""
"Tidesplitter",1844,""
"Steel Spear",1845,""
"Aetherial Steel Spear",1846,""
"Heavy Steel Lance",1847,""
"Aetherial Heavy Steel Spear",1848,""
"Shellsplitter",1849,""
"Yarzonshell Harpoon",1850,""
"Aetherial Yarzonshell Harpoon",1851,""
"Gridanian Fork",1852,""
"Lominsan Guisarme",1853,""
"Ul'dahn Halberd",1854,""
"Mythril Lance",1855,""
"Aetherial Mythril Lance",1856,""
"Wyvern Spear",1857,""
"Gridanian Harpoon",1858,""
"Lominsan Halberd",1859,""
"Lominsan Lance",1860,""
"Ul'dahn Guisarme",1861,""
"Cobalt Halberd",1862,""
"Aetherial Cobalt Halberd",1863,""
"Serpent Sergeant's Spear",1864,""
"Storm Sergeant's Spear",1865,""
"Flame Sergeant's Spear",1866,""
"Cobalt Trident",1867,""
"Aetherial Cobalt Trident",1868,""
"Canopus Guisarme",1869,""
"Gerbald's Redspike",1870,""
"Vintage Guisarme",1871,""
"Hart Guisarme",1872,""
"Aetherial Hart Guisarme",1873,""
"Unfinished Gae Bolg",1874,""
"Giantsgall Trident",1875,""
"Serpent Officer's Spear",1876,""
"Storm Officer's Trident",1877,""
"Flame Officer's Spear",1878,""
"Champion's Lance",1879,""
"Ifrit's Harpoon",1880,""
"Melancholy Mogfork",1881,""
"Obelisk",1882,""
"Garuda's Beak",1883,""
"The Spear of Crags",1884,""
"Gae Bolg",1885,"One of the fabled relic weapons."
"Thundercloud",1886,""
"Allagan Spear",1887,""
"Holy Lance",1888,""
"Weathered Shortbow",1889,""
"Judge's Bow",1890,"Fits: Game Masters"
"Maple Shortbow",1891,""
"Maple Longbow",1892,""
"Plumed Maple Shortbow",1893,""
"Wrapped Maple Longbow",1894,""
"Ash Shortbow",1895,""
"Aetherial Ash Shortbow",1896,""
"Elm Longbow",1897,""
"Aetherial Elm Longbow",1898,""
"Elm Velocity Bow",1899,""
"Aetherial Elm Velocity Bow",1900,""
"Doctore's Armored Bow",1901,""
"Serpent Private's Shortbow",1902,""
"Storm Private's Shortbow",1903,""
"Flame Private's Shortbow",1904,""
"Wrapped Elm Longbow",1905,""
"Aetherial Wrapped Elm Longbow",1906,""
"Bow of Owls",1907,""
"Ash Composite Bow",1908,""
"Aetherial Ash Composite Bow",1909,""
"Warped Bow",1910,""
"Serpent Private's Bow",1911,""
"Storm Private's Bow",1912,""
"Flame Private's Bow",1913,""
"Joukil's Guile",1914,""
"Ash Cavalry Bow",1915,""
"Aetherial Ash Cavalry Bow",1916,""
"Oak Longbow",1917,""
"Aetherial Oak Longbow",1918,""
"Kokoroon's Nestpicker",1919,""
"Mythril Cavalry Bow",1920,""
"Aetherial Mythril Cavalry Bow",1921,""
"Gridanian Longbow",1922,""
"Lominsan Composite Bow",1923,""
"Ul'dahn Shortbow",1924,""
"Oak Composite Bow",1925,""
"Aetherial Oak Composite Bow",1926,""
"Shadow Bow",1927,""
"Gridanian Shortbow",1928,""
"Lominsan Bow",1929,""
"Ul'dahn Longbow",1930,""
"Ul'dahn Composite Bow",1931,""
"Cobalt Cavalry Bow",1932,""
"Aetherial Cobalt Cavalry Bow",1933,""
"Serpent Sergeant's Bow",1934,""
"Storm Sergeant's Bow",1935,""
"Flame Sergeant's Bow",1936,""
"Yew Longbow",1937,""
"Aetherial Yew Longbow",1938,""
"Verdant Shortbow",1939,""
"Alesone's Songbow",1940,""
"Vintage Bow",1941,""
"Crab Bow",1942,""
"Aetherial Crab Bow",1943,""
"Unfinished Artemis Bow",1944,""
"Giantsgall Longbow",1945,""
"Serpent Officer's Bow",1946,""
"Storm Officer's Bow",1947,""
"Flame Officer's Bow",1948,""
"Longarm's Composite Bow",1949,""
"Ifrit's Bow",1950,""
"Mischievous Mogbow",1951,""
"Garuda's Spine",1952,""
"Sarnga",1953,""
"The Bow of Crags",1954,""
"Artemis Bow",1955,"One of the fabled relic weapons."
"Allagan Composite Bow",1956,""
"Elfin Bow",1957,""
"Maple Wand",1958,""
"Whispering Maple Wand",1959,""
"Budding Maple Wand",1960,""
"Ash Wand",1961,""
"Aetherial Ash Wand",1962,""
"Budding Ash Wand",1963,""
"Aetherial Budding Ash Wand",1964,""
"Whispering Ash Wand",1965,""
"Aetherial Whispering Ash Wand",1966,""
"Yew Wand",1967,""
"Aetherial Yew Wand",1968,""
"Budding Yew Wand",1969,""
"Aetherial Budding Yew Wand",1970,""
"Budding Oak Wand",1971,""
"Aetherial Budding Oak Wand",1972,""
"Ul'dahn Wand",1973,""
"Wand of Frost",1974,""
"Aetherial Wand of Frost",1975,""
"Wand of Tremors",1976,""
"Aetherial Wand of Tremors",1977,""
"Wand of Tides",1978,""
"Aetherial Wand of Tides",1979,""
"Gridanian Wand",1980,""
"Wand of Flames",1981,""
"Aetherial Wand of Flames",1982,""
"Wand of Gales",1983,""
"Aetherial Wand of Gales",1984,""
"Wand of Storms",1985,""
"Aetherial Wand of Storms",1986,""
"Budding Rosewood Wand",1987,""
"Aetherial Budding Rosewood Wand",1988,""
"Serpent Officer's Wand",1989,""
"Storm Officer's Wand",1990,""
"Flame Officer's Wand",1991,""
"Malevolent Mogwand",1992,""
"Garuda's Wile",1993,""
"The Cane of Crags",1994,""
"Weathered Cane",1995,""
"Maple Cane",1996,""
"Maple Crook",1997,""
"Ash Radical",1998,""
"Aetherial Ash Radical",1999,""
"Elm Cane",2000,""
"Aetherial Elm Cane",2001,""
"Elm Crook",2002,""
"Aetherial Elm Crook",2003,""
"Yew Radical",2004,""
"Aetherial Yew Radical",2005,""
"Doctore's Crook",2006,""
"Serpent Private's Cane",2007,""
"Storm Private's Cane",2008,""
"Flame Private's Cane",2009,""
"Pastoral Yew Cane",2010,""
"Yew Crook",2011,""
"Aetherial Yew Crook",2012,""
"Kple Kple",2013,""
"Splintered Cane",2014,""
"Walnut Cane",2015,""
"Aetherial Walnut Cane",2016,""
"Serpent Private's Crook",2017,""
"Storm Private's Crook",2018,""
"Flame Private's Crook",2019,""
"Heart of House d'Arlendre",2020,""
"Plumed Yew Crook",2021,""
"Aetherial Plumed Yew Crook",2022,""
"Oak Radical",2023,""
"Aetherial Oak Radical",2024,""
"Bloodcry",2025,""
"Pastoral Oak Cane",2026,""
"Aetherial Pastoral Oak Cane",2027,""
"Gridanian Cane",2028,""
"Lominsan Radical",2029,""
"Sprouting Rosewood Radical",2030,""
"Aetherial Sprouting Rosewood Radical",2031,""
"Dryad Cane",2032,""
"Gridanian Radical",2033,""
"Lominsan Cane",2034,""
"Ul'dahn Crook",2035,""
"Serpent Sergeant's Radical",2036,""
"Storm Sergeant's Radical",2037,""
"Flame Sergeant's Radical",2038,""
"Jade Crook",2039,""
"Aetherial Jade Crook",2040,""
"Vintage Cane",2041,""
"Astaroth Cane",2042,""
"Chiran Zabran's Tempest",2043,""
"Pastoral Mahogany Cane",2044,""
"Aetherial Pastoral Mahogany Cane",2045,""
"Unfinished Thyrus",2046,""
"Tane Mahuta",2047,""
"Giantsgall Cane",2048,""
"Madman's Whispering Rod",2049,""
"Ifrit's Cane",2050,""
"Alkalurops",2051,""
"Thyrus",2052,"One of the fabled relic weapons."
"Allagan Cane",2053,""
"Omnirod",2054,""
"Weathered Scepter",2055,""
"Bone Brand",2056,""
"Copper Scepter",2057,""
"Bronze Scepter",2058,""
"Brass Cudgel",2059,""
"Aetherial Brass Cudgel",2060,""
"Decorated Copper Scepter",2061,""
"Aetherial Decorated Copper Scepter",2062,""
"Wind Brand",2063,""
"Aetherial Wind Brand",2064,""
"Doctore's Cudgel",2065,""
"Ice Brand",2066,""
"Aetherial Ice Brand",2067,""
"Damaged Cudgel",2068,""
"Silver Scepter",2069,""
"Aetherial Silver Scepter",2070,""
"Earth Brand",2071,""
"Aetherial Earth Brand",2072,""
"Serpent Private's Brand",2073,""
"Storm Private's Brand",2074,""
"Flame Private's Brand",2075,""
"Decorated Silver Scepter",2076,""
"Aetherial Decorated Silver Scepter",2077,""
"Fire Brand",2078,""
"Aetherial Fire Brand",2079,""
"Anathema",2080,""
"Gridanian Scepter",2081,""
"Ul'dahn Brand",2082,""
"Lightning Brand",2083,""
"Aetherial Lightning Brand",2084,""
"Lominsan Cudgel",2085,""
"Lominsan Scepter",2086,""
"Ul'dahn Cudgel",2087,""
"Electrum Scepter",2088,""
"Aetherial Electrum Scepter",2089,""
"Serpent Sergeant's Cudgel",2090,""
"Storm Sergeant's Cudgel",2091,""
"Flame Sergeant's Cudgel",2092,""
"Vintage Cudgel",2093,""
"Water Brand",2094,""
"Aetherial Water Brand",2095,""
"Verdant Scepter",2096,""
"Jade Scepter",2097,""
"Aetherial Jade Scepter",2098,""
"Serpent Officer's Scepter",2099,""
"Storm Officer's Scepter",2100,""
"Flame Officer's Cudgel",2101,""
"Sanguine Scepter",2102,""
"Ifrit's Cudgel",2103,""
"The Cudgel of Crags",2104,""
"Allagan Scepter",2105,""
"Bone Staff",2106,""
"Ramhorn Staff",2107,""
"Decorated Bone Staff",2108,""
"Toothed Ramhorn Staff",2109,""
"Aetherial Toothed Ramhorn Staff",2110,""
"Staghorn Staff",2111,""
"Aetherial Staghorn Staff",2112,""
"Serpent Private's Staff",2113,""
"Storm Private's Staff",2114,""
"Flame Private's Staff",2115,""
"Sanguine Horn Staff",2116,""
"Taurus Staff",2117,""
"Toothed Staghorn Staff",2118,""
"Aetherial Toothed Staghorn Staff",2119,""
"Tenfinger Tallstaff",2120,""
"Goathorn Staff",2121,""
"Aetherial Goathorn Staff",2122,""
"Toothed Goathorn Staff",2123,""
"Aetherial Toothed Goathorn Staff",2124,""
"Horn Staff",2125,""
"Aetherial Horn Staff",2126,""
"Lominsan Staff",2127,""
"Keep of Saints",2128,""
"Gridanian Staff",2129,""
"Black Horn Staff",2130,""
"Aetherial Black Horn Staff",2131,""
"Aubriest's Whisper",2132,""
"Ivory Staff",2133,""
"Aetherial Ivory Staff",2134,""
"Unfinished Stardust Rod",2135,""
"Giantsgall Longstaff",2136,""
"Maleficent Mogstaff",2137,""
"Garuda's Van",2138,""
"Astrolabe",2139,""
"Stardust Rod",2140,"One of the fabled relic weapons."
"Elder Staff",2141,""
"Weathered Grimoire",2142,""
"Leather Grimoire",2143,""
"Maple Picatrix",2144,""
"Engraved Leather Grimoire",2145,""
"Ash Picatrix",2146,""
"Hard Leather Grimoire",2147,""
"Aetherial Hard Leather Grimoire",2148,""
"Engraved Hard Leather Grimoire",2149,""
"Aetherial Engraved Hard Leather Grimoire",2150,""
"Yew Picatrix",2151,""
"Doctore's Grimoire",2152,""
"Serpent Private's Grimoire",2153,""
"Storm Private's Grimoire",2154,""
"Flame Private's Grimoire",2155,""
"Goatskin Grimoire",2156,""
"Aetherial Goatskin Grimoire",2157,""
"Brittle Picatrix",2158,""
"Pupil's Book of Brass",2159,""
"Engraved Goatskin Grimoire",2160,""
"Aetherial Engraved Goatskin Grimoire",2161,""
"Serpent Private's Picatrix",2162,""
"Storm Private's Picatrix",2163,""
"Flame Private's Picatrix",2164,""
"Pupil's Leather Grimoire",2165,""
"Book of Silver",2166,""
"Aetherial Book of Silver",2167,""
"Pupil's Book of Silver",2168,""
"Embossed Book of Silver",2169,""
"Aetherial Embossed Book of Silver",2170,""
"Gridanian Grimoire",2171,""
"Lominsan Grimoire",2172,""
"Ul'dahn Grimoire",2173,""
"Book of Mythril",2174,""
"Aetherial Book of Mythril",2175,""
"Ars Almadel",2176,""
"Ars Notoria",2177,""
"Gridanian Picatrix",2178,""
"Lominsan Picatrix",2179,""
"Ul'dahn Picatrix",2180,""
"Serpent Sergeant's Book of Bronze",2181,""
"Storm Sergeant's Book of Iron",2182,""
"Flame Sergeant's Book of Brass",2183,""
"Vintage Picatrix",2184,""
"Book of Electrum",2185,""
"Aetherial Book of Electrum",2186,""
"Pupil's Book of Mythril",2187,""
"Darklight Grimoire",2188,""
"Embossed Book of Electrum",2189,""
"Aetherial Embossed Book of Electrum",2190,""
"Unfinished Veil of Wiyu",2191,""
"Unfinished Omnilex",2192,""
"Cantamina Thavnaria",2193,""
"Medica Thavnaria",2194,""
"Gridanian Officer's Grimoire of Casting",2195,""
"Gridanian Officer's Grimoire of Healing",2196,""
"Lominsan Officer's Grimoire of Casting",2197,""
"Lominsan Officer's Grimoire of Healing",2198,""
"Ul'dahn Officer's Grimoire of Casting",2199,""
"Ul'dahn Officer's Grimoire of Healing",2200,""
"Erudite's Picatrix of Healing",2201,""
"Erudite's Picatrix of Casting",2202,""
"Ifrit's Grimoire",2203,""
"Ifrit's Codex",2204,""
"Garuda's Will",2205,""
"Garuda's Embrace",2206,""
"Majestic Mogtome",2207,""
"Munificent Mogtome",2208,""
"The Greater Key of Titan",2209,""
"The Holy Key of Titan",2210,""
"Deus Ex Verbis",2211,""
"Deus Ex Gratia",2212,""
"The Veil of Wiyu",2213,"One of the fabled relic weapons."
"Omnilex",2214,"One of the fabled relic weapons."
"Allagan Grimoire of Casting",2215,""
"Allagan Grimoire of Healing",2216,""
"Omnitome",2217,""
"Cognitome",2218,""
"Square Maple Shield",2219,""
"Company Escutcheon",2220,""
"Twin Adder Escutcheon",2221,""
"Maelstrom Escutcheon",2222,""
"Immortal Flames Escutcheon",2223,""
"Worm-eaten Square Shield",2224,""
"Tarnished Hoplon",2225,""
"Bronze Hoplon",2226,""
"Notched Buckler",2227,""
"Round Shield",2228,""
"Leather Targe",2229,""
"Bronze Scutum",2230,""
"Bronze Buckler",2231,""
"Rusting Scutum",2232,""
"Square Ash Shield",2233,""
"Warded Round Shield",2234,""
"Nightprowler's Targe",2235,""
"Iron Hoplon",2236,""
"Rotting Round Shield",2237,""
"Vintage Square Shield",2238,""
"Ironclad Bronze Buckler",2239,""
"Aetherial Ironclad Buckler",2240,""
"Iron Lantern Shield",2241,""
"Iron Scutum",2242,""
"Aetherial Iron Scutum",2243,""
"Vintage Hoplon",2244,""
"Thalassian Targe",2245,""
"Viper-crested Round Shield",2246,""
"Aetherial Viper-crested Round Shield",2247,""
"Iron Kite Shield",2248,""
"Aetherial Iron Kite Shield",2249,""
"Goatskin Targe",2250,""
"Aetherial Goatskin Targe",2251,""
"Serpent Private's Targe",2252,""
"Storm Private's Scutum",2253,""
"Flame Private's Shield",2254,""
"Shield of the Savage",2255,""
"Waning Sun Pelta",2256,""
"Bull Hoplon",2257,""
"Aetherial Bull Hoplon",2258,""
"Scarred Kite Shield",2259,""
"Decorated Buckler",2260,""
"Aetherial Decorated Buckler",2261,""
"Decorated Iron Scutum",2262,""
"Aetherial Decorated Iron Scutum",2263,""
"Vintage Buckler",2264,""
"Gridanian Square Shield",2265,""
"Lominsan Kite Shield",2266,""
"Ul'dahn Round Shield",2267,""
"Bladed Lantern Shield",2268,""
"Aetherial Bladed Lantern Shield",2269,""
"Raptorskin Targe",2270,""
"Thormoen's Purpose",2271,""
"Aetherial Raptorskin Targe",2272,""
"Gridanian Shield",2273,""
"Gridanian Buckler",2274,""
"Lominsan Lantern Shield",2275,""
"Ul'dahn Scutum",2276,""
"Ul'dahn Hoplon",2277,""
"Vintage Scutum",2278,""
"Cobalt Scutum",2279,""
"Aetherial Cobalt Scutum",2280,""
"Serpent Sergeant's Targe",2281,""
"Serpent Sergeant's Hoplon",2282,""
"Storm Sergeant's Targe",2283,""
"Storm Sergeant's Hoplon",2284,""
"Flame Sergeant's Targe",2285,""
"Flame Sergeant's Shield",2286,""
"Eagle-crested Round Shield",2287,""
"Aetherial Eagle-crested Round Shield",2288,""
"Vintage Round Shield",2289,""
"Aubriest's Allegory",2290,""
"Scorpion Shield",2291,""
"Canopus Shield",2292,""
"Warlock's Buckler",2293,""
"Kite Shield",2294,""
"Aetherial Kite Shield",2295,""
"Cobalt Bladed Lantern Shield",2296,""
"Aetherial Cobalt Bladed Lantern Shield",2297,""
"Oxblood Targe",2298,""
"Aetherial Oxblood Targe",2299,""
"Vintage Kite Shield",2300,""
"Direwolf Kite Scutum",2301,""
"Darksteel Scutum",2302,""
"Darksteel Buckler",2303,""
"Spruce Round Shield",2304,""
"The Wall of Crags",2305,""
"Holy Shield",2306,"One of the fabled relic weapons."
"Skjoldr",2307,""
"Allagan Round Shield",2308,""
"Ancient Buckler",2309,""
"",2310,""
"Onion Shield",2311,""
"",2312,""
"",2313,""
"Weathered Saw",2314,""
"Bronze Saw",2315,""
"Amateur's Saw",2316,""
"Chocobotail Saw",2317,""
"Initiate's Saw",2318,""
"Bas-relief Iron Saw",2319,""
"Iron Chocobotail Saw",2320,""
"Bas-relief Steel Saw",2321,""
"Crosscut Saw",2322,""
"Mythril Saw",2323,""
"Mythril Chocobotail Saw",2324,""
"Bas-relief Cobalt Saw",2325,""
"Saw of the Luminary",2326,""
"Ullikummi",2327,""
"Amateur's Claw Hammer",2328,""
"Bronze Claw Hammer",2329,""
"Recruit's Claw Hammer",2330,""
"Iron Claw Hammer",2331,""
"Initiate's Claw Hammer",2332,""
"Novice's Claw Hammer",2333,""
"Steel Claw Hammer",2334,""
"Wrapped Steel Claw Hammer",2335,""
"Apprentice's Claw Hammer",2336,""
"Mythril Claw Hammer",2337,""
"Cobalt Claw Hammer",2338,""
"Militia Claw Hammer",2339,""
"Weathered Cross-pein Hammer",2340,""
"Bronze Cross-pein Hammer",2341,""
"Amateur's Cross-pein Hammer",2342,""
"Birdsbeak Hammer",2343,""
"Iron Cross-pein Hammer",2344,""
"Initiate's Cross-pein Hammer",2345,""
"Crowsbeak Hammer",2346,""
"Heavy Crowsbeak Hammer",2347,""
"Steel Cross-pein Hammer",2348,""
"Steel Crowsbeak Hammer",2349,""
"Wrapped Crowsbeak Hammer",2350,""
"Cobalt Cross-pein Hammer",2351,""
"Wrapped Hawksbeak Hammer",2352,""
"Hammer of the Luminary",2353,""
"Vulcan",2354,""
"Amateur's File",2355,""
"Bronze File",2356,""
"Recruit's File",2357,""
"Iron File",2358,""
"Initiate's File",2359,""
"Novice's File",2360,""
"Steel File",2361,""
"Apprentice's File",2362,""
"Mythril File",2363,""
"Cobalt File",2364,""
"Militia File",2365,""
"Weathered Doming Hammer",2366,""
"Bronze Doming Hammer",2367,""
"Amateur's Doming Hammer",2368,""
"Bronze Raising Hammer",2369,""
"Iron Doming Hammer",2370,""
"Initiate's Doming Hammer",2371,""
"Iron Raising Hammer",2372,""
"Wrapped Iron Raising Hammer",2373,""
"Steel Doming Hammer",2374,""
"Steel Raising Hammer",2375,""
"Cobalt Doming Hammer",2376,""
"Cobalt Raising Hammer",2377,""
"Mallet of the Luminary",2378,""
